Tweet,Time,Location,RT
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 13 33  0000 2020,"New Orleans, LA",8268
RT  uOttawaEdu   uOttawa Faculty of Education professors Michelle Hagerman  mshagerman   and Joel Westheimer  joelwestheimer  offer tips,Thu Mar 26 17 13 10  0000 2020,"Ottawa, Ontario",11
Everyone  quarantine Ministery of education  go online Government  we have some inportant preventative measures Tea  ,Thu Mar 26 17 12 52  0000 2020,,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 12 50  0000 2020,,8268
Natalia Martirosova   OEU Identity System       ,Thu Mar 26 17 12 43  0000 2020,Global,1
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 12 08  0000 2020,,8268
RT  pjiminluvv  BTS WILL TEACH US KOREAN HANGUL TXT WILL TEACH US PHYSICAL EDUCATION GFRIEND WILL TEACH US MATH WAW BIGHIT UNIVERSITY IS,Thu Mar 26 17 11 57  0000 2020, ,1501
RT  AdmissionsJcsu  Did you know Johnson C  Smith University ranks  on the  SREducationGrp S R Education Groups 2020 Best Online College,Thu Mar 26 17 11 55  0000 2020,"Charlotte, NC",1
Online learning is poised to transform public education across Canada as provinces and school boards scramble to co  ,Thu Mar 26 17 10 54  0000 2020,Canada,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 10 43  0000 2020,"Florida, USA",8268
Only essential services to be available   Schools  colleges  University  all type of education is missing from th  ,Thu Mar 26 17 10 40  0000 2020,"Silchar, India",0
RT  wvuabroad  We have some happy news to brighten up your Thursday  We d like to introduce to you our newest Education Abroad Coordinator ,Thu Mar 26 17 10 18  0000 2020,,2
Higher education is often regarded as a door to a better future  However  for  youths  having fled war and  ,Thu Mar 26 17 10 05  0000 2020,Toronto,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 10 02  0000 2020,,8268
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 09 18  0000 2020,Africa ,8268
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 09 09  0000 2020,"Wichita Falls, Tx",8268
ISAGE Info Session  tomorrow at 10  A unique bridging program for  in health care  social work and educat  ,Thu Mar 26 17 09 04  0000 2020,"Head Office: Toronto, Canada",0
RT  alyssav0817  Im so blessed to announce that I am going to be furthering my education and soccer career at St  Marys University   Than,Thu Mar 26 17 08 58  0000 2020,,37
A 2016 study carried out by University College Londons Institute of Education found that just 16  of predicted A level results are correct ,Thu Mar 26 17 08 55  0000 2020,"London, England",0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 08 13  0000 2020,,8268
 CBCQueensPark  and  lying about budget numbers  That s CRAZY talk  They would NEVER oh  wait  ,Thu Mar 26 17 08 01  0000 2020,,0
Revati Masilamani is with the Center for Science Education  Tufts University School of Medicine  USA   Check out t  ,Thu Mar 26 17 07 39  0000 2020,"Bangalore, India",0
RT  hassambakhtiar  What dou you think   We go to university  Just for classes  No We go for grooming  We go for a practical education ,Thu Mar 26 17 07 36  0000 2020,,10
RT  newshen857  Gusto ko ring itanong kung saang university balak mag enroll  dito o sa ibang bansa  For I want you to have the best educat,Thu Mar 26 17 07 23  0000 2020,"Obando, Bulacan",48
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 17 07 19  0000 2020,Dahntahn and far away.,539
RT  yessirtns  Only essential services to be available   SCHOOLS  COLLEGES  UNIVERSITY all type of EDUCATION is missing from the ESSENTIAL,Thu Mar 26 17 07 15  0000 2020,"Mumbai, India",178
 DrRPNishank  narendramodi  AmitShah  PMOIndia  HMOIndia  HRDMinistry  mygovindia  transformIndia  PIB India  ,Thu Mar 26 17 07 13  0000 2020,"BARDDHAMAN,West Bengal",0
This Education job might be a great fit for you  Click the link in our bio to see it and more  Adjunct   Elementary  ,Thu Mar 26 17 06 54  0000 2020,"Oklahoma City, OK",0
RT  Mr Ceyram  Ghana Medical Association we are understaffed My school father got 7As and 1B in English  He was deprived admission into th,Thu Mar 26 17 06 47  0000 2020,,313
RT  fordtuderrell  Nelson Mandela stated Education is the most powerful weapon which you can use to change the world  Knowledge is POWER ,Thu Mar 26 17 06 45  0000 2020,"yagirlhouse, haha",2
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 06 44  0000 2020,,8268
RT  fordtuderrell  Nelson Mandela stated Education is the most powerful weapon which you can use to change the world  Knowledge is POWER ,Thu Mar 26 17 06 30  0000 2020,"Jackson, MS",2
He even applied and wrote to Harvard University TEN TIMES about being admitted and got rejected each time  This was  ,Thu Mar 26 17 06 24  0000 2020,,0
RT  CardiffUCU  Staff survey  cardiffuni shows total collapse in trust  amp  confidence in management  against a backdrop of scary levels of b,Thu Mar 26 17 06 18  0000 2020,A confused and angry planet,31
 The education world has been turned upside down   via    ,Thu Mar 26 17 06 08  0000 2020,РБ,0
RT  xodanix3  Native ppl do not get college for free even though education was promised in the treaties for the stolen land everyone in thi,Thu Mar 26 17 06 06  0000 2020,Wit'cho mutha fuckin daddeh!,296
 Language is key in all of our teachings  land based learning must include language component  educator says    ,Thu Mar 26 17 05 01  0000 2020,Prince George,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 04 42  0000 2020,columbus tx,8268
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 04 25  0000 2020,texas redneck,8268
RT  DamianProsa  From a young age they condition you to believe that university education is the only path to a good life They never tell,Thu Mar 26 17 04 04  0000 2020,"HYDERABAD, INDIA",26
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 03 55  0000 2020,,8268
 BERGARAOFRIVIA I HOPE YOU DONT LET THIS JERK GET YOU DOWN  Also wow  University huh Look at you with that high  ,Thu Mar 26 17 03 44  0000 2020,Yunmeng Jiang Sect,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 03 33  0000 2020,,8268
RT  MediaSmarts  How to keep students on top of their studies while protective pandemic measures are keeping them out of school is one of t,Thu Mar 26 17 03 30  0000 2020,"Calgary, Canada",2
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 03 08  0000 2020,,8268
My wife has an Education degree  5yrs University  but never wanted to teach   1 week of home schooling our 7 and I  ,Thu Mar 26 17 03 01  0000 2020,Alberta,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 02 56  0000 2020,🇺🇸USA🇨🇦Canada ,8268
Judge  Counting Wayne State University president as part of board for quorum is legal   via  freep,Thu Mar 26 17 02 44  0000 2020,Detroit,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 02 37  0000 2020,,8268
Coach Spotlight  Reagan Washington     Degree Pursuing  M Ed  in School Counseling     Degree Earned  B A  in Engli  ,Thu Mar 26 17 02 26  0000 2020,Auburn University,1
RT  ChinaDaily   China s Guangzhou Medical University delivered 50 000 surgical masks to the affiliated hospital of Universit,Thu Mar 26 17 02 16  0000 2020,中华人民共和国,16
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 02 00  0000 2020,"Michigan, USA",8268
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 01 53  0000 2020,,8268
Vanderbilt University Medical Center is hiring in    TN  Read about our latest  job opening via  ,Thu Mar 26 17 01 42  0000 2020,"Nashville, TN",0
RT  musicbeatsform  Only essential services to be available   Schools  colleges  University  all type of education is missing from the Ess,Thu Mar 26 17 01 32  0000 2020,,76
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 17 01 27  0000 2020,Home YVR🇨🇦,178
RT  xodanix3  Native ppl do not get college for free even though education was promised in the treaties for the stolen land everyone in thi,Thu Mar 26 17 01 07  0000 2020,Stolen Land,296
RT  cheriinnn  Instead of receiving online education  my university sent me  puzzles and netflix recomendations ,Thu Mar 26 17 01 00  0000 2020,Deep fried potato,1
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 17 00 31  0000 2020,"Meridian, ID",8268
Brown University is looking for teammates like you  See our latest  job openings  including  Assistant Di  ,Thu Mar 26 17 00 04  0000 2020,"Providence, RI",0
RT  JamilAnwarAb    Glimpse of Faculty of Education University of Malakand     ,Thu Mar 26 16 59 36  0000 2020,Pakistan,3
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 58 58  0000 2020,,8268
 ChrisEvans  TIME Congratulations  This will be a great platform for people to gain information  and education on i  ,Thu Mar 26 16 58 25  0000 2020,,0
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 16 57 32  0000 2020,"washington, dc",539
RT  DontWalkRUN  Why does a federally chartered private university for the education of the deaf and hard of hearing need additional funds ,Thu Mar 26 16 57 30  0000 2020,NO MALARKEY,9
 amp   The education world has been turned upside down  Online learning may reshape the classroom  via  globeandmail  ,Thu Mar 26 16 57 00  0000 2020,"Canada, Deutschland",0
 nikitaov2221  GlamLifeGuru  USAshl3y  NiaAlcazar1  RealDoctorMike So you re in the medical field  which I hope mea  ,Thu Mar 26 16 56 38  0000 2020,,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 56 32  0000 2020,Pennsylvania,8268
RT  calphonso  The education world has been turned upside down  Online learning may reshape the classroom  ,Thu Mar 26 16 56 10  0000 2020,"Winnipeg, Canada",14
RT  zikokomag  The subject of this week s  AlutanChill is  the femii  a 500 level student at UNILAG and he tells us about how he wanted to,Thu Mar 26 16 56 02  0000 2020,"Lagos, Nigeria",21
 ,Thu Mar 26 16 55 56  0000 2020,"Vancouver, British Columbia",0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 55 51  0000 2020,"Charleston, WV, U.S.A.",8268
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 55 45  0000 2020,,8268
Only essential services to be available   Schools  colleges  University  all type of education is missing from th  ,Thu Mar 26 16 55 34  0000 2020,,0
RT  JamilAnwarAb    Glimpse of Faculty of Education University of Malakand     ,Thu Mar 26 16 55 28  0000 2020,Pakistan,3
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 55 22  0000 2020,How the heck do I know??@!,8268
RT  piper hankins  Very excited and blessed to announce that ive decided to further my education and softball career at Lamar University ,Thu Mar 26 16 55 16  0000 2020,IG:@ahmedmoyaa,41
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 55 10  0000 2020,,8268
RT  RWPUSA  I m strong supporter of the Sierra Club and similar organizations  But is a public university the Sierra Club  Or should we foc,Thu Mar 26 16 55 03  0000 2020,"Georgia, USA",13
Simon Blouin reoit le prix de la meilleure thse de doctorat en astrophysique au Canada  UMontreal     ,Thu Mar 26 16 55 01  0000 2020,"Québec, Canada",0
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 16 54 03  0000 2020,Chatham ON,178
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 53 34  0000 2020,"New Mexico, USA",8268
RT  yessirtns  Only essential services to be available   SCHOOLS  COLLEGES  UNIVERSITY all type of EDUCATION is missing from the ESSENTIAL,Thu Mar 26 16 53 03  0000 2020,,178
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 52 48  0000 2020,,8268
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 52 30  0000 2020,"Harrisburg, IL",8268
RT  UNLresearch   bret blackman  VP for information technology  said he s confident university servers will perform to meet the needs,Thu Mar 26 16 52 28  0000 2020,Lincoln NE,1
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 16 52 12  0000 2020,,178
 dustyFbaker  roxygirl7985  AllStros  NHastrosFan  espn Its a public university idiot  At least I am pursuing an e  ,Thu Mar 26 16 52 10  0000 2020,"North Hollywood, CA",0
RT  marko spiffy  Nelson Mandela stated Education is the most powerful weapon which you can use to change the world  Knowledge is POWER ,Thu Mar 26 16 51 39  0000 2020,"Mississippi, USA",5
Canada  CIBT Education Group purchases development land     CIBTeducation  ,Thu Mar 26 16 51 27  0000 2020,London,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 51 26  0000 2020,"Bang Lamung, Thailand",8268
Nelson Mandela stated Education is the most powerful weapon which you can use to change the world  Knowledge is P  ,Thu Mar 26 16 51 10  0000 2020,"Mississippi, USA",2
RT  yessirtns  Only essential services to be available   SCHOOLS  COLLEGES  UNIVERSITY all type of EDUCATION is missing from the ESSENTIAL,Thu Mar 26 16 50 43  0000 2020,,178
 baby blu3  MichaelJFollett  ScottM981  RepMattGaetz the funding is not related to the hospital As one of only t  ,Thu Mar 26 16 50 27  0000 2020,,0
RT  educause  2020  Implications Essay  Egyptian    Open education might help Egyptian higher ed address inequities i,Thu Mar 26 16 50 14  0000 2020,"Riyadh, Kingdom of Saudi Arabi",3
RT  calphonso  The education world has been turned upside down  Online learning may reshape the classroom  ,Thu Mar 26 16 49 38  0000 2020,"Ontario, Canada",14
  oisepepper The education world has been turned upside down  Online learning may reshape the c  ,Thu Mar 26 16 49 35  0000 2020,"Toronto, Ontario",0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 49 35  0000 2020,United States,8268
RT  wvuabroad  We have some happy news to brighten up your Thursday  We d like to introduce to you our newest Education Abroad Coordinator ,Thu Mar 26 16 48 48  0000 2020,"Morgantown, WV",2
 endvawnetwork  RosieBarton Women fleeing violence   timeline infinite   global pandemic unspoken   trickle down ec  ,Thu Mar 26 16 48 46  0000 2020,,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 48 45  0000 2020,,8268
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 48 42  0000 2020,,8268
Canadian Mennonite University  CMU  is the first education facility in Manitoba to officially provide a Pass No Gra  ,Thu Mar 26 16 47 58  0000 2020,Winnipeg MB,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 47 55  0000 2020,"Texas, USA",8268
RT  edmondsun  As much neededmedical suppliesdwindle inhospitals due to the current COVID 19 virus pandemic  the University of Central O,Thu Mar 26 16 47 45  0000 2020,"Edmond, OK",1
RT  gfhf2020  Keynote Gert Biesta   in the Impulse Society  For a University that Teaches     ,Thu Mar 26 16 47 43  0000 2020,Germany | Göttingen,1
Nelson Mandela stated Education is the most powerful weapon which you can use to change the world  Knowledge is P  ,Thu Mar 26 16 47 26  0000 2020,Mississippi,0
RT  CBCIndigenous   Language is key in all of our teachings  land based learning must include language component  educator says  ,Thu Mar 26 16 46 45  0000 2020,"Ontario, Canada",32
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 46 15  0000 2020,"Simpsonville, SC",8268
 MarkerBart  Styx666Official  BernieSanders And how about Italy or South Korea stop looking at Canada because its  ,Thu Mar 26 16 46 07  0000 2020,"Zanesville, OH",0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 45 28  0000 2020,"Marlette, Michigan",8268
We have some happy news to brighten up your Thursday  We d like to introduce to you our newest Education Abroad Coo  ,Thu Mar 26 16 45 07  0000 2020,"Morgantown, WV",2
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 44 15  0000 2020,,8268
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 16 44 09  0000 2020,"Division No.  6, Alberta",178
RT  ManMayal 144  The German Ministry of Education and university hospitals have come together to share knowledge about the new coronavirus,Thu Mar 26 16 43 18  0000 2020,"Lahore, Pakistan",4
Students complaining about the online education I wish could get a chance to see how hard is their university manag  ,Thu Mar 26 16 43 00  0000 2020,,0
RT  DrAmirPakdel  Every Albertan agrees that Dr  Hinshaw is a treasure  She symbolizes Alberta s world class healthcare system and has comp,Thu Mar 26 16 42 38  0000 2020,,208
RT  tyshacholic  Crazy how in crisis the rules can change  Doctors with foreign countries education are now qualified worldwide  yet if the,Thu Mar 26 16 42 25  0000 2020,,1146
 bbcnews My answer to our shortage of doctors Suitable applicants willing to agree to work with the NHS for a presc  ,Thu Mar 26 16 42 18  0000 2020,A little house in the outback.,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 41 47  0000 2020,,8268
RT  hassambakhtiar  What dou you think   We go to university  Just for classes  No We go for grooming  We go for a practical education ,Thu Mar 26 16 41 37  0000 2020,راولپنڈی، پاکستان,10
RT  ChinaDaily   China s Guangzhou Medical University delivered 50 000 surgical masks to the affiliated hospital of Universit,Thu Mar 26 16 41 25  0000 2020,,16
RT  marko spiffy  Nelson Mandela stated Education is the most powerful weapon which you can use to change the world  Knowledge is POWER ,Thu Mar 26 16 41 11  0000 2020,"Jackson, MS",5
RT  NHenryFundi  Lesson plan I developed  Slavery and its Gradual Abolition in Upper Canada  to explore the history of slavery in Canada   ,Thu Mar 26 16 41 09  0000 2020,,40
As much neededmedical suppliesdwindle inhospitals due to the current COVID 19 virus pandemic  the University of  ,Thu Mar 26 16 41 02  0000 2020,"Edmond, Okla.",1
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 40 56  0000 2020,,8268
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 40 50  0000 2020,,8268
RT  Child Care Now  Canada s Early Childhood Education and Child Care workforce should take note of this advice from economist  DavidMacCdn,Thu Mar 26 16 40 43  0000 2020,"winnipeg, mb",5
RT  BenRidenUMD  University of Minnesota is Hiring  Tenure Track Special Education  ,Thu Mar 26 16 40 38  0000 2020,,3
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 40 14  0000 2020,A Point on a Spheroid,8268
RT  observerug  NCHE revokes Nsaka  Kayiwa University licences  The revocation of the licence does not affect the validity of any certifica,Thu Mar 26 16 40 08  0000 2020,,4
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 39 46  0000 2020,United States,8268
RT  marko spiffy  Nelson Mandela stated Education is the most powerful weapon which you can use to change the world  Knowledge is POWER ,Thu Mar 26 16 39 41  0000 2020,,5
RT  marko spiffy  Nelson Mandela stated Education is the most powerful weapon which you can use to change the world  Knowledge is POWER ,Thu Mar 26 16 39 36  0000 2020,Shooting for the stars 💫,5
Nelson Mandela stated Education is the most powerful weapon which you can use to change the world  Knowledge is P  ,Thu Mar 26 16 38 54  0000 2020,"Bloomington, IL 📍",5
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 38 44  0000 2020,,8268
RT  NHenryFundi  Lesson plan I developed  Slavery and its Gradual Abolition in Upper Canada  to explore the history of slavery in Canada   ,Thu Mar 26 16 38 11  0000 2020,,40
Here is a list of free online educational activities for kids to keep them learning     ,Thu Mar 26 16 38 00  0000 2020,Canada,0
 BBC HaveYourSay  I am a full time Masters student at University but I work as a freelance translator  to help supp  ,Thu Mar 26 16 37 58  0000 2020,,0
RT  yessirtns  Only essential services to be available   SCHOOLS  COLLEGES  UNIVERSITY all type of EDUCATION is missing from the ESSENTIAL,Thu Mar 26 16 37 40  0000 2020,"Puducherry, India",178
Respected Fedral Education minister sahib Pakistan Subject  Application for delay  online classes onWhatsApp  due t  ,Thu Mar 26 16 37 18  0000 2020,,0
RT  Windsor CSD  It s the first of our senior shout outs  Shannon Phillips will attend Alfred University in the fall  She will major in His,Thu Mar 26 16 36 39  0000 2020,"Windsor, NY",2
RT  AisConaty  Good morning Yr 13 Pupils  StCeciliasDerry  Please will you log into Careers Education  Google Classroom   codes are on the,Thu Mar 26 16 36 31  0000 2020,,1
RT  lancehouston  Breaking  U S  Secretary of Education Betsy DeVos announced today that  OCR  is requiring major changes at Pennsylvania,Thu Mar 26 16 36 29  0000 2020,Global,2
University World News Africa posing such good questions for  during this time  not least those raised by a  ,Thu Mar 26 16 36 13  0000 2020,"Northern Ireland, United Kingdom",0
RT  MECSDSpartans  Congrats to Meredith Rose    Meredith will attend St  Lawrence University in the fall and major in educatio,Thu Mar 26 16 35 55  0000 2020,"Endwell, NY",3
RT  lancehouston  Breaking  U S  Secretary of Education Betsy DeVos announced today that  OCR  is requiring major changes at Pennsylvania,Thu Mar 26 16 35 44  0000 2020,"Harvard Square, Cambridge, MA",2
RT  Allybeez  Nelson Mandela stated Education is the most powerful weapon which you can use to change the world  Knowledge is POWER  ,Thu Mar 26 16 35 41  0000 2020,In My Bag,5
RT  musicbeatsform  Only essential services to be available   Schools  colleges  University  all type of education is missing from the Ess,Thu Mar 26 16 35 13  0000 2020,"Las Vegas, NM",76
Breaking  U S  Secretary of Education Betsy DeVos announced today that  OCR  is requiring major changes at Pennsyl  ,Thu Mar 26 16 34 50  0000 2020,"Harvard Square, Cambridge, MA",2
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 34 45  0000 2020,in the middle of nowhere,8268
RT  raee12  Nelson Mandela stated Education is the most powerful weapon which you can use to change the world  Knowledge is POWER   El,Thu Mar 26 16 34 45  0000 2020,,3
Are you dedicated to making a difference in the well being of all Arkansans  Come join our team here at UAMS   ,Thu Mar 26 16 34 10  0000 2020,Arkansas,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 34 07  0000 2020,"Mohnton, PA",8268
RT  jones mattryan  Most universities are having faculty and staff work from home when possible  But not HU   ,Thu Mar 26 16 33 59  0000 2020,"Hampton Roads, VA",1
RT  musicbeatsform  Only essential services to be available   Schools  colleges  University  all type of education is missing from the Ess,Thu Mar 26 16 33 55  0000 2020,Calcutta.,76
RT  ChampeTheater  Congrats to Gabby who will be attending Pace University and pursuing a degree in Elementary Education  Gabby has a wonde,Thu Mar 26 16 32 45  0000 2020,"Aldie, VA",1
RT  RadarforPR  As well as Oxford  Cambridge and Russell Group institutions  learners from  colegcambria are looking overseas for a higher,Thu Mar 26 16 32 34  0000 2020,"North East Wales, UK",1
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 32 17  0000 2020,United States,8268
RT  WSJMattD4  The quality of local journalism being produced in these crazy times has been next level  Latest example  ,Thu Mar 26 16 32 06  0000 2020,"Madison, Wis.",1
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 31 34  0000 2020,"Texas, USA",8268
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 31 33  0000 2020,,8268
RT  yessirtns  Only essential services to be available   SCHOOLS  COLLEGES  UNIVERSITY all type of EDUCATION is missing from the ESSENTIAL,Thu Mar 26 16 31 20  0000 2020,Bangalore,178
RT  MECSDSpartans  Congrats to Meredith Rose    Meredith will attend St  Lawrence University in the fall and major in educatio,Thu Mar 26 16 31 16  0000 2020,"Binghamton, NY",3
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 16 31 14  0000 2020,,178
RT  ShoaibQ64306138  Education is not just about going to University and getting a degree  It is about widening our knowledge and learning,Thu Mar 26 16 30 27  0000 2020,,3
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 30 20  0000 2020,delaware,8268
RT  Mr Ceyram  Ghana Medical Association we are understaffed My school father got 7As and 1B in English  He was deprived admission into th,Thu Mar 26 16 30 16  0000 2020,"Kumasi, Ghana.",313
Augusta University details Student Refund Plan for Spring 2020  ,Thu Mar 26 16 30 08  0000 2020,"Augusta, GA",0
2020  Implications Essay  Egyptian    Open education might help Egyptian higher ed address in  ,Thu Mar 26 16 30 04  0000 2020,,3
Customised US university advisory guidance   Call Ed for expert advice so that you have all the information you nee  ,Thu Mar 26 16 30 02  0000 2020,London,0
 The107 hbcu Not what the explanation from DOE says unless Im reading it incorrectly  ,Thu Mar 26 16 29 27  0000 2020,,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 29 25  0000 2020,United States,8268
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 16 29 16  0000 2020,,539
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 28 58  0000 2020,"San Clemente, CA",8268
RT  ManMayal 144  The German Ministry of Education and university hospitals have come together to share knowledge about the new coronavirus,Thu Mar 26 16 28 54  0000 2020,,4
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 28 53  0000 2020,,8268
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 28 40  0000 2020,"Kennewick, WA",8268
RT  CardiffUCU  Staff survey  cardiffuni shows total collapse in trust  amp  confidence in management  against a backdrop of scary levels of b,Thu Mar 26 16 28 39  0000 2020,"Cardiff, Wales",31
RT  WJBF  Due to classes being moved online this semester  fees that cover face to face services will be refunded on a pro rated basis   ht,Thu Mar 26 16 28 30  0000 2020,"Ohio, USA",5
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 16 28 25  0000 2020,"Alberta, Canada",178
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 16 27 43  0000 2020,California,8268
Instead of receiving online education  my university sent me  puzzles and netflix recomendations ,Thu Mar 26 16 27 37  0000 2020,,1
